,problem,structure,n_variables,repetition
2172,mis,cycle_topology,80,1.0
2173,mis,random_topology,80,1.0
2174,mis,star_topology,80,2.0
2175,mis,2d_grid_topology,80,2.0
2176,mis,cycle_topology,80,2.0
2177,mis,random_topology,80,2.0
2178,mis,star_topology,80,3.0
2179,mis,2d_grid_topology,80,3.0
2180,mis,cycle_topology,80,3.0
2181,mis,random_topology,80,3.0
2182,mis,star_topology,80,4.0
2183,mis,2d_grid_topology,80,4.0
2184,mis,cycle_topology,80,4.0
2185,mis,random_topology,80,4.0
2186,mvc,star_topology,80,0.0
2187,mvc,2d_grid_topology,80,0.0
2188,mvc,cycle_topology,80,0.0
2189,mvc,random_topology,80,0.0
2190,mvc,star_topology,80,1.0
2191,mvc,2d_grid_topology,80,1.0
2192,mvc,cycle_topology,80,1.0
2193,mvc,random_topology,80,1.0
2194,mvc,star_topology,80,2.0
2195,mvc,2d_grid_topology,80,2.0
2196,mvc,cycle_topology,80,2.0
2197,mvc,random_topology,80,2.0
2198,mvc,star_topology,80,3.0
2199,mvc,2d_grid_topology,80,3.0
2200,mvc,cycle_topology,80,3.0
2201,mvc,random_topology,80,3.0
2202,mvc,star_topology,80,4.0
2203,mvc,2d_grid_topology,80,4.0
2204,mvc,cycle_topology,80,4.0
2205,mvc,random_topology,80,4.0
2206,setPack,steps,80,0.0
2207,setPack,disjoint_rows,80,0.0
2208,setPack,almost_diagonal,80,0.0
2209,setPack,random,80,0.0
2210,setPack,steps,80,1.0
2211,setPack,disjoint_rows,80,1.0
2212,setPack,almost_diagonal,80,1.0
2213,setPack,random,80,1.0
2214,setPack,steps,80,2.0
2215,setPack,disjoint_rows,80,2.0
2216,setPack,almost_diagonal,80,2.0
2217,setPack,random,80,2.0
2218,setPack,steps,80,3.0
2219,setPack,disjoint_rows,80,3.0
2220,setPack,almost_diagonal,80,3.0
2221,setPack,random,80,3.0
2222,setPack,steps,80,4.0
2223,setPack,disjoint_rows,80,4.0
2224,setPack,almost_diagonal,80,4.0
2225,setPack,random,80,4.0
2226,FeatSelect,isolet_n81_k16,81,105.0
2227,FeatSelect,gisette_n81_k17,81,106.0
2228,FeatSelect,Bioresponse_n81_k18,81,107.0
2229,FeatSelect,USPS_n81_k19,81,108.0
2230,FeatSelect,isolet_n81_k20,81,109.0
2231,NumPart,1 to n,81,0.0
2232,NumPart,uniform,81,0.0
2233,NumPart,geometric,81,0.0
2234,NumPart,poisson,81,0.0
2235,NumPart,1 to n,81,1.0
2236,NumPart,uniform,81,1.0
2237,NumPart,geometric,81,1.0
2238,NumPart,poisson,81,1.0
2239,NumPart,1 to n,81,2.0
2240,NumPart,uniform,81,2.0
2241,NumPart,geometric,81,2.0
2242,NumPart,poisson,81,2.0
2243,NumPart,1 to n,81,3.0
2244,NumPart,uniform,81,3.0
2245,NumPart,geometric,81,3.0
2246,NumPart,poisson,81,3.0
2247,NumPart,1 to n,81,4.0
2248,NumPart,uniform,81,4.0
2249,NumPart,geometric,81,4.0
2250,NumPart,poisson,81,4.0
2251,QKnap,diagonal,81,0.0
2252,QKnap,almost_diagonal,81,0.0
2253,QKnap,enlarged_diagonal,81,0.0
2254,QKnap,random,81,0.0
2255,QKnap,diagonal,81,1.0
2256,QKnap,almost_diagonal,81,1.0
2257,QKnap,enlarged_diagonal,81,1.0
2258,QKnap,random,81,1.0
2259,QKnap,diagonal,81,2.0
2260,QKnap,almost_diagonal,81,2.0
2261,QKnap,enlarged_diagonal,81,2.0
2262,QKnap,random,81,2.0
2263,QKnap,diagonal,81,3.0
2264,QKnap,almost_diagonal,81,3.0
2265,QKnap,enlarged_diagonal,81,3.0
2266,QKnap,random,81,3.0
2267,QKnap,diagonal,81,4.0
2268,QKnap,almost_diagonal,81,4.0
2269,QKnap,enlarged_diagonal,81,4.0
2270,QKnap,random,81,4.0
2271,commDet,star_topology,81,0.0
2272,commDet,2d_grid_topology,81,0.0
2273,commDet,cycle_topology,81,0.0
2274,commDet,random_topology,81,0.0
2275,commDet,star_topology,81,1.0
2276,commDet,2d_grid_topology,81,1.0
2277,commDet,cycle_topology,81,1.0
2278,commDet,random_topology,81,1.0
2279,commDet,star_topology,81,2.0
2280,commDet,2d_grid_topology,81,2.0
2281,commDet,cycle_topology,81,2.0
2282,commDet,random_topology,81,2.0
2283,commDet,star_topology,81,3.0
2284,commDet,2d_grid_topology,81,3.0
2285,commDet,cycle_topology,81,3.0
2286,commDet,random_topology,81,3.0
2287,commDet,star_topology,81,4.0
2288,commDet,2d_grid_topology,81,4.0
2289,commDet,cycle_topology,81,4.0
2290,commDet,random_topology,81,4.0
2291,maxClique,star_topology,81,0.0
2292,maxClique,2d_grid_topology,81,0.0
2293,maxClique,cycle_topology,81,0.0
2294,maxClique,random_topology,81,0.0
2295,maxClique,star_topology,81,1.0
2296,maxClique,2d_grid_topology,81,1.0
2297,maxClique,cycle_topology,81,1.0
2298,maxClique,random_topology,81,1.0
2299,maxClique,star_topology,81,2.0
2300,maxClique,2d_grid_topology,81,2.0
2301,maxClique,cycle_topology,81,2.0
2302,maxClique,random_topology,81,2.0
2303,maxClique,star_topology,81,3.0
2304,maxClique,2d_grid_topology,81,3.0
2305,maxClique,cycle_topology,81,3.0
2306,maxClique,random_topology,81,3.0
2307,maxClique,star_topology,81,4.0
2308,maxClique,2d_grid_topology,81,4.0
2309,maxClique,cycle_topology,81,4.0
2310,maxClique,random_topology,81,4.0
2311,maxCut,star_topology,81,0.0
2312,maxCut,2d_grid_topology,81,0.0
2313,maxCut,cycle_topology,81,0.0
2314,maxCut,random_topology,81,0.0
2315,maxCut,star_topology,81,1.0
2316,maxCut,2d_grid_topology,81,1.0
2317,maxCut,cycle_topology,81,1.0
2318,maxCut,random_topology,81,1.0
2319,maxCut,star_topology,81,2.0
2320,maxCut,2d_grid_topology,81,2.0
2321,maxCut,cycle_topology,81,2.0
2322,maxCut,random_topology,81,2.0
2323,maxCut,star_topology,81,3.0
2324,maxCut,2d_grid_topology,81,3.0
2325,maxCut,cycle_topology,81,3.0
2326,maxCut,random_topology,81,3.0
2327,maxCut,star_topology,81,4.0
2328,maxCut,2d_grid_topology,81,4.0
2329,maxCut,cycle_topology,81,4.0
2330,maxCut,random_topology,81,4.0
2331,mis,star_topology,81,0.0
2332,mis,2d_grid_topology,81,0.0
2333,mis,cycle_topology,81,0.0
2334,mis,random_topology,81,0.0
2335,mis,star_topology,81,1.0
2336,mis,2d_grid_topology,81,1.0
2337,mis,cycle_topology,81,1.0
2338,mis,random_topology,81,1.0
2339,mis,star_topology,81,2.0
2340,mis,2d_grid_topology,81,2.0
2341,mis,cycle_topology,81,2.0
2342,mis,random_topology,81,2.0
2343,mis,star_topology,81,3.0
2344,mis,2d_grid_topology,81,3.0
2345,mis,cycle_topology,81,3.0
2346,mis,random_topology,81,3.0
2347,mis,star_topology,81,4.0
2348,mis,2d_grid_topology,81,4.0
2349,mis,cycle_topology,81,4.0
2350,mis,random_topology,81,4.0
2351,mvc,star_topology,81,0.0
2352,mvc,2d_grid_topology,81,0.0
2353,mvc,cycle_topology,81,0.0
2354,mvc,random_topology,81,0.0
2355,mvc,star_topology,81,1.0
2356,mvc,2d_grid_topology,81,1.0
2357,mvc,cycle_topology,81,1.0
2358,mvc,random_topology,81,1.0
2359,mvc,star_topology,81,2.0
2360,mvc,2d_grid_topology,81,2.0
2361,mvc,cycle_topology,81,2.0
2362,mvc,random_topology,81,2.0
2363,mvc,star_topology,81,3.0
2364,mvc,2d_grid_topology,81,3.0
2365,mvc,cycle_topology,81,3.0
2366,mvc,random_topology,81,3.0
2367,mvc,star_topology,81,4.0
2368,mvc,2d_grid_topology,81,4.0
2369,mvc,cycle_topology,81,4.0
2370,mvc,random_topology,81,4.0
2371,setPack,steps,81,0.0
2372,setPack,disjoint_rows,81,0.0
2373,setPack,almost_diagonal,81,0.0
2374,setPack,random,81,0.0
2375,setPack,steps,81,1.0
2376,setPack,disjoint_rows,81,1.0
2377,setPack,almost_diagonal,81,1.0
2378,setPack,random,81,1.0
2379,setPack,steps,81,2.0
2380,setPack,disjoint_rows,81,2.0
2381,setPack,almost_diagonal,81,2.0
2382,setPack,random,81,2.0
2383,setPack,steps,81,3.0
2384,setPack,disjoint_rows,81,3.0
2385,setPack,almost_diagonal,81,3.0
2386,setPack,random,81,3.0
2387,setPack,steps,81,4.0
2388,setPack,disjoint_rows,81,4.0
2389,setPack,almost_diagonal,81,4.0
2390,setPack,random,81,4.0
2391,FeatSelect,gisette_n82_k16,82,110.0
2392,FeatSelect,Bioresponse_n82_k17,82,111.0
2393,FeatSelect,USPS_n82_k18,82,112.0
2394,FeatSelect,isolet_n82_k19,82,113.0
2395,FeatSelect,gisette_n82_k20,82,114.0
2396,NumPart,1 to n,82,0.0
2397,NumPart,uniform,82,0.0
2398,NumPart,geometric,82,0.0
2399,NumPart,poisson,82,0.0
2400,NumPart,1 to n,82,1.0
2401,NumPart,uniform,82,1.0
2402,NumPart,geometric,82,1.0
2403,NumPart,poisson,82,1.0
2404,NumPart,1 to n,82,2.0
2405,NumPart,uniform,82,2.0
2406,NumPart,geometric,82,2.0
2407,NumPart,poisson,82,2.0
2408,NumPart,1 to n,82,3.0
2409,NumPart,uniform,82,3.0
2410,NumPart,geometric,82,3.0
2411,NumPart,poisson,82,3.0
2412,NumPart,1 to n,82,4.0
2413,NumPart,uniform,82,4.0
2414,NumPart,geometric,82,4.0
2415,NumPart,poisson,82,4.0
2416,QKnap,diagonal,82,0.0
2417,QKnap,almost_diagonal,82,0.0
2418,QKnap,enlarged_diagonal,82,0.0
2419,QKnap,random,82,0.0
2420,QKnap,diagonal,82,1.0
2421,QKnap,almost_diagonal,82,1.0
2422,QKnap,enlarged_diagonal,82,1.0
2423,QKnap,random,82,1.0
2424,QKnap,diagonal,82,2.0
2425,QKnap,almost_diagonal,82,2.0
2426,QKnap,enlarged_diagonal,82,2.0
2427,QKnap,random,82,2.0
2428,QKnap,diagonal,82,3.0
2429,QKnap,almost_diagonal,82,3.0
2430,QKnap,enlarged_diagonal,82,3.0
2431,QKnap,random,82,3.0
2432,QKnap,diagonal,82,4.0
2433,QKnap,almost_diagonal,82,4.0
2434,QKnap,enlarged_diagonal,82,4.0
2435,QKnap,random,82,4.0
2436,commDet,star_topology,82,0.0
2437,commDet,2d_grid_topology,82,0.0
2438,commDet,cycle_topology,82,0.0
2439,commDet,random_topology,82,0.0
2440,commDet,star_topology,82,1.0
2441,commDet,2d_grid_topology,82,1.0
2442,commDet,cycle_topology,82,1.0
2443,commDet,random_topology,82,1.0
2444,commDet,star_topology,82,2.0
2445,commDet,2d_grid_topology,82,2.0
2446,commDet,cycle_topology,82,2.0
2447,commDet,random_topology,82,2.0
2448,commDet,star_topology,82,3.0
2449,commDet,2d_grid_topology,82,3.0
2450,commDet,cycle_topology,82,3.0
2451,commDet,random_topology,82,3.0
2452,commDet,star_topology,82,4.0
2453,commDet,2d_grid_topology,82,4.0
2454,commDet,cycle_topology,82,4.0
2455,commDet,random_topology,82,4.0
2456,maxClique,star_topology,82,0.0
2457,maxClique,2d_grid_topology,82,0.0
2458,maxClique,cycle_topology,82,0.0
2459,maxClique,random_topology,82,0.0
2460,maxClique,star_topology,82,1.0
2461,maxClique,2d_grid_topology,82,1.0
2462,maxClique,cycle_topology,82,1.0
2463,maxClique,random_topology,82,1.0
2464,maxClique,star_topology,82,2.0
2465,maxClique,2d_grid_topology,82,2.0
2466,maxClique,cycle_topology,82,2.0
2467,maxClique,random_topology,82,2.0
2468,maxClique,star_topology,82,3.0
2469,maxClique,2d_grid_topology,82,3.0
2470,maxClique,cycle_topology,82,3.0
2471,maxClique,random_topology,82,3.0
2472,maxClique,star_topology,82,4.0
2473,maxClique,2d_grid_topology,82,4.0
2474,maxClique,cycle_topology,82,4.0
2475,maxClique,random_topology,82,4.0
2476,maxCut,star_topology,82,0.0
2477,maxCut,2d_grid_topology,82,0.0
2478,maxCut,cycle_topology,82,0.0
2479,maxCut,random_topology,82,0.0
2480,maxCut,star_topology,82,1.0
2481,maxCut,2d_grid_topology,82,1.0
2482,maxCut,cycle_topology,82,1.0
2483,maxCut,random_topology,82,1.0
2484,maxCut,star_topology,82,2.0
2485,maxCut,2d_grid_topology,82,2.0
2486,maxCut,cycle_topology,82,2.0
2487,maxCut,random_topology,82,2.0
2488,maxCut,star_topology,82,3.0
2489,maxCut,2d_grid_topology,82,3.0
2490,maxCut,cycle_topology,82,3.0
2491,maxCut,random_topology,82,3.0
2492,maxCut,star_topology,82,4.0
2493,maxCut,2d_grid_topology,82,4.0
2494,maxCut,cycle_topology,82,4.0
2495,maxCut,random_topology,82,4.0
2496,mis,star_topology,82,0.0
2497,mis,2d_grid_topology,82,0.0
2498,mis,cycle_topology,82,0.0
2499,mis,random_topology,82,0.0
2500,mis,star_topology,82,1.0
2501,mis,2d_grid_topology,82,1.0
2502,mis,cycle_topology,82,1.0
2503,mis,random_topology,82,1.0
2504,mis,star_topology,82,2.0
2505,mis,2d_grid_topology,82,2.0
2506,mis,cycle_topology,82,2.0
2507,mis,random_topology,82,2.0
2508,mis,star_topology,82,3.0
2509,mis,2d_grid_topology,82,3.0
2510,mis,cycle_topology,82,3.0
2511,mis,random_topology,82,3.0
2512,mis,star_topology,82,4.0
2513,mis,2d_grid_topology,82,4.0
2514,mis,cycle_topology,82,4.0
2515,mis,random_topology,82,4.0
2516,mvc,star_topology,82,0.0
2517,mvc,2d_grid_topology,82,0.0
2518,mvc,cycle_topology,82,0.0
2519,mvc,random_topology,82,0.0
2520,mvc,star_topology,82,1.0
2521,mvc,2d_grid_topology,82,1.0
2522,mvc,cycle_topology,82,1.0
2523,mvc,random_topology,82,1.0
2524,mvc,star_topology,82,2.0
2525,mvc,2d_grid_topology,82,2.0
2526,mvc,cycle_topology,82,2.0
2527,mvc,random_topology,82,2.0
2528,mvc,star_topology,82,3.0
2529,mvc,2d_grid_topology,82,3.0
2530,mvc,cycle_topology,82,3.0
2531,mvc,random_topology,82,3.0
2532,mvc,star_topology,82,4.0
2533,mvc,2d_grid_topology,82,4.0
2534,mvc,cycle_topology,82,4.0
2535,mvc,random_topology,82,4.0
2536,setPack,steps,82,0.0
2537,setPack,disjoint_rows,82,0.0
2538,setPack,almost_diagonal,82,0.0
2539,setPack,random,82,0.0
2540,setPack,steps,82,1.0
2541,setPack,disjoint_rows,82,1.0
2542,setPack,almost_diagonal,82,1.0
2543,setPack,random,82,1.0
2544,setPack,steps,82,2.0
2545,setPack,disjoint_rows,82,2.0
2546,setPack,almost_diagonal,82,2.0
2547,setPack,random,82,2.0
2548,setPack,steps,82,3.0
2549,setPack,disjoint_rows,82,3.0
2550,setPack,almost_diagonal,82,3.0
2551,setPack,random,82,3.0
2552,setPack,steps,82,4.0
2553,setPack,disjoint_rows,82,4.0
2554,setPack,almost_diagonal,82,4.0
2555,setPack,random,82,4.0
2556,FeatSelect,Bioresponse_n83_k16,83,115.0
2557,FeatSelect,USPS_n83_k17,83,116.0
2558,FeatSelect,isolet_n83_k18,83,117.0
2559,FeatSelect,gisette_n83_k19,83,118.0
2560,FeatSelect,Bioresponse_n83_k20,83,119.0
2561,NumPart,1 to n,83,0.0
2562,NumPart,uniform,83,0.0
2563,NumPart,geometric,83,0.0
2564,NumPart,poisson,83,0.0
2565,NumPart,1 to n,83,1.0
2566,NumPart,uniform,83,1.0
2567,NumPart,geometric,83,1.0
2568,NumPart,poisson,83,1.0
2569,NumPart,1 to n,83,2.0
2570,NumPart,uniform,83,2.0
2571,NumPart,geometric,83,2.0
2572,NumPart,poisson,83,2.0
2573,NumPart,1 to n,83,3.0
2574,NumPart,uniform,83,3.0
2575,NumPart,geometric,83,3.0
2576,NumPart,poisson,83,3.0
2577,NumPart,1 to n,83,4.0
2578,NumPart,uniform,83,4.0
2579,NumPart,geometric,83,4.0
2580,NumPart,poisson,83,4.0
2581,QKnap,diagonal,83,0.0
2582,QKnap,almost_diagonal,83,0.0
2583,QKnap,enlarged_diagonal,83,0.0
2584,QKnap,random,83,0.0
2585,QKnap,diagonal,83,1.0
2586,QKnap,almost_diagonal,83,1.0
2587,QKnap,enlarged_diagonal,83,1.0
2588,QKnap,random,83,1.0
2589,QKnap,diagonal,83,2.0
2590,QKnap,almost_diagonal,83,2.0
2591,QKnap,enlarged_diagonal,83,2.0
2592,QKnap,random,83,2.0
2593,QKnap,diagonal,83,3.0
2594,QKnap,almost_diagonal,83,3.0
2595,QKnap,enlarged_diagonal,83,3.0
2596,QKnap,random,83,3.0
2597,QKnap,diagonal,83,4.0
2598,QKnap,almost_diagonal,83,4.0
2599,QKnap,enlarged_diagonal,83,4.0
2600,QKnap,random,83,4.0
2601,commDet,star_topology,83,0.0
2602,commDet,2d_grid_topology,83,0.0
2603,commDet,cycle_topology,83,0.0
2604,commDet,random_topology,83,0.0
2605,commDet,star_topology,83,1.0
2606,commDet,2d_grid_topology,83,1.0
2607,commDet,cycle_topology,83,1.0
2608,commDet,random_topology,83,1.0
2609,commDet,star_topology,83,2.0
2610,commDet,2d_grid_topology,83,2.0
2611,commDet,cycle_topology,83,2.0
2612,commDet,random_topology,83,2.0
2613,commDet,star_topology,83,3.0
2614,commDet,2d_grid_topology,83,3.0
2615,commDet,cycle_topology,83,3.0
2616,commDet,random_topology,83,3.0
2617,commDet,star_topology,83,4.0
2618,commDet,2d_grid_topology,83,4.0
2619,commDet,cycle_topology,83,4.0
2620,commDet,random_topology,83,4.0
2621,maxClique,star_topology,83,0.0
2622,maxClique,2d_grid_topology,83,0.0
2623,maxClique,cycle_topology,83,0.0
2624,maxClique,random_topology,83,0.0
2625,maxClique,star_topology,83,1.0
2626,maxClique,2d_grid_topology,83,1.0
2627,maxClique,cycle_topology,83,1.0
2628,maxClique,random_topology,83,1.0
2629,maxClique,star_topology,83,2.0
2630,maxClique,2d_grid_topology,83,2.0
2631,maxClique,cycle_topology,83,2.0
2632,maxClique,random_topology,83,2.0
2633,maxClique,star_topology,83,3.0
2634,maxClique,2d_grid_topology,83,3.0
2635,maxClique,cycle_topology,83,3.0
2636,maxClique,random_topology,83,3.0
2637,maxClique,star_topology,83,4.0
2638,maxClique,2d_grid_topology,83,4.0
2639,maxClique,cycle_topology,83,4.0
2640,maxClique,random_topology,83,4.0
2641,maxCut,star_topology,83,0.0
2642,maxCut,2d_grid_topology,83,0.0
2643,maxCut,cycle_topology,83,0.0
2644,maxCut,random_topology,83,0.0
2645,maxCut,star_topology,83,1.0
2646,maxCut,2d_grid_topology,83,1.0
2647,maxCut,cycle_topology,83,1.0
2648,maxCut,random_topology,83,1.0
2649,maxCut,star_topology,83,2.0
2650,maxCut,2d_grid_topology,83,2.0
2651,maxCut,cycle_topology,83,2.0
2652,maxCut,random_topology,83,2.0
2653,maxCut,star_topology,83,3.0
2654,maxCut,2d_grid_topology,83,3.0
2655,maxCut,cycle_topology,83,3.0
2656,maxCut,random_topology,83,3.0
2657,maxCut,star_topology,83,4.0
2658,maxCut,2d_grid_topology,83,4.0
2659,maxCut,cycle_topology,83,4.0
2660,maxCut,random_topology,83,4.0
2661,mis,star_topology,83,0.0
2662,mis,2d_grid_topology,83,0.0
2663,mis,cycle_topology,83,0.0
2664,mis,random_topology,83,0.0
2665,mis,star_topology,83,1.0
2666,mis,2d_grid_topology,83,1.0
2667,mis,cycle_topology,83,1.0
2668,mis,random_topology,83,1.0
2669,mis,star_topology,83,2.0
2670,mis,2d_grid_topology,83,2.0
2671,mis,cycle_topology,83,2.0
2672,mis,random_topology,83,2.0
2673,mis,star_topology,83,3.0
2674,mis,2d_grid_topology,83,3.0
2675,mis,cycle_topology,83,3.0
2676,mis,random_topology,83,3.0
2677,mis,star_topology,83,4.0
2678,mis,2d_grid_topology,83,4.0
2679,mis,cycle_topology,83,4.0
2680,mis,random_topology,83,4.0
2681,mvc,star_topology,83,0.0
2682,mvc,2d_grid_topology,83,0.0
2683,mvc,cycle_topology,83,0.0
2684,mvc,random_topology,83,0.0
2685,mvc,star_topology,83,1.0
2686,mvc,2d_grid_topology,83,1.0
2687,mvc,cycle_topology,83,1.0
2688,mvc,random_topology,83,1.0
2689,mvc,star_topology,83,2.0
2690,mvc,2d_grid_topology,83,2.0
2691,mvc,cycle_topology,83,2.0
2692,mvc,random_topology,83,2.0
2693,mvc,star_topology,83,3.0
2694,mvc,2d_grid_topology,83,3.0
2695,mvc,cycle_topology,83,3.0
2696,mvc,random_topology,83,3.0
2697,mvc,star_topology,83,4.0
2698,mvc,2d_grid_topology,83,4.0
2699,mvc,cycle_topology,83,4.0
2700,mvc,random_topology,83,4.0
2701,setPack,steps,83,0.0
2702,setPack,disjoint_rows,83,0.0
2703,setPack,almost_diagonal,83,0.0
2704,setPack,random,83,0.0
2705,setPack,steps,83,1.0
2706,setPack,disjoint_rows,83,1.0
2707,setPack,almost_diagonal,83,1.0
2708,setPack,random,83,1.0
2709,setPack,steps,83,2.0
2710,setPack,disjoint_rows,83,2.0
2711,setPack,almost_diagonal,83,2.0
2712,setPack,random,83,2.0
2713,setPack,steps,83,3.0
2714,setPack,disjoint_rows,83,3.0
2715,setPack,almost_diagonal,83,3.0
2716,setPack,random,83,3.0
2717,setPack,steps,83,4.0
2718,setPack,disjoint_rows,83,4.0
2719,setPack,almost_diagonal,83,4.0
2720,setPack,random,83,4.0
2721,FeatSelect,USPS_n84_k16,84,120.0
2722,FeatSelect,isolet_n84_k17,84,121.0
2723,FeatSelect,gisette_n84_k18,84,122.0
2724,FeatSelect,Bioresponse_n84_k19,84,123.0
2725,FeatSelect,USPS_n84_k20,84,124.0
2726,NumPart,1 to n,84,0.0
2727,NumPart,uniform,84,0.0
2728,NumPart,geometric,84,0.0
2729,NumPart,poisson,84,0.0
2730,NumPart,1 to n,84,1.0
2731,NumPart,uniform,84,1.0
2732,NumPart,geometric,84,1.0
2733,NumPart,poisson,84,1.0
2734,NumPart,1 to n,84,2.0
2735,NumPart,uniform,84,2.0
2736,NumPart,geometric,84,2.0
2737,NumPart,poisson,84,2.0
2738,NumPart,1 to n,84,3.0
2739,NumPart,uniform,84,3.0
2740,NumPart,geometric,84,3.0
2741,NumPart,poisson,84,3.0
2742,NumPart,1 to n,84,4.0
2743,NumPart,uniform,84,4.0
2744,NumPart,geometric,84,4.0
2745,NumPart,poisson,84,4.0
2746,QKnap,diagonal,84,0.0
2747,QKnap,almost_diagonal,84,0.0
2748,QKnap,enlarged_diagonal,84,0.0
2749,QKnap,random,84,0.0
2750,QKnap,diagonal,84,1.0
2751,QKnap,almost_diagonal,84,1.0
2752,QKnap,enlarged_diagonal,84,1.0
2753,QKnap,random,84,1.0
2754,QKnap,diagonal,84,2.0
2755,QKnap,almost_diagonal,84,2.0
2756,QKnap,enlarged_diagonal,84,2.0
2757,QKnap,random,84,2.0
2758,QKnap,diagonal,84,3.0
2759,QKnap,almost_diagonal,84,3.0
2760,QKnap,enlarged_diagonal,84,3.0
2761,QKnap,random,84,3.0
2762,QKnap,diagonal,84,4.0
2763,QKnap,almost_diagonal,84,4.0
2764,QKnap,enlarged_diagonal,84,4.0
2765,QKnap,random,84,4.0
2766,commDet,star_topology,84,0.0
2767,commDet,2d_grid_topology,84,0.0
2768,commDet,cycle_topology,84,0.0
2769,commDet,random_topology,84,0.0
2770,commDet,star_topology,84,1.0
2771,commDet,2d_grid_topology,84,1.0
2772,commDet,cycle_topology,84,1.0
2773,commDet,random_topology,84,1.0
2774,commDet,star_topology,84,2.0
2775,commDet,2d_grid_topology,84,2.0
2776,commDet,cycle_topology,84,2.0
2777,commDet,random_topology,84,2.0
2778,commDet,star_topology,84,3.0
2779,commDet,2d_grid_topology,84,3.0
2780,commDet,cycle_topology,84,3.0
2781,commDet,random_topology,84,3.0
2782,commDet,star_topology,84,4.0
2783,commDet,2d_grid_topology,84,4.0
2784,commDet,cycle_topology,84,4.0
2785,commDet,random_topology,84,4.0
2786,maxClique,star_topology,84,0.0
2787,maxClique,2d_grid_topology,84,0.0
2788,maxClique,cycle_topology,84,0.0
2789,maxClique,random_topology,84,0.0
2790,maxClique,star_topology,84,1.0
2791,maxClique,2d_grid_topology,84,1.0
2792,maxClique,cycle_topology,84,1.0
2793,maxClique,random_topology,84,1.0
2794,maxClique,star_topology,84,2.0
2795,maxClique,2d_grid_topology,84,2.0
2796,maxClique,cycle_topology,84,2.0
2797,maxClique,random_topology,84,2.0
2798,maxClique,star_topology,84,3.0
2799,maxClique,2d_grid_topology,84,3.0
2800,maxClique,cycle_topology,84,3.0
2801,maxClique,random_topology,84,3.0
2802,maxClique,star_topology,84,4.0
2803,maxClique,2d_grid_topology,84,4.0
2804,maxClique,cycle_topology,84,4.0
2805,maxClique,random_topology,84,4.0
2806,maxCut,star_topology,84,0.0
2807,maxCut,2d_grid_topology,84,0.0
2808,maxCut,cycle_topology,84,0.0
2809,maxCut,random_topology,84,0.0
2810,maxCut,star_topology,84,1.0
2811,maxCut,2d_grid_topology,84,1.0
2812,maxCut,cycle_topology,84,1.0
2813,maxCut,random_topology,84,1.0
2814,maxCut,star_topology,84,2.0
2815,maxCut,2d_grid_topology,84,2.0
2816,maxCut,cycle_topology,84,2.0
2817,maxCut,random_topology,84,2.0
2818,maxCut,star_topology,84,3.0
2819,maxCut,2d_grid_topology,84,3.0
2820,maxCut,cycle_topology,84,3.0
2821,maxCut,random_topology,84,3.0
2822,maxCut,star_topology,84,4.0
2823,maxCut,2d_grid_topology,84,4.0
2824,maxCut,cycle_topology,84,4.0
2825,maxCut,random_topology,84,4.0
2826,mis,star_topology,84,0.0
2827,mis,2d_grid_topology,84,0.0
2828,mis,cycle_topology,84,0.0
2829,mis,random_topology,84,0.0
2830,mis,star_topology,84,1.0
2831,mis,2d_grid_topology,84,1.0
2832,mis,cycle_topology,84,1.0
2833,mis,random_topology,84,1.0
2834,mis,star_topology,84,2.0
2835,mis,2d_grid_topology,84,2.0
2836,mis,cycle_topology,84,2.0
2837,mis,random_topology,84,2.0
2838,mis,star_topology,84,3.0
2839,mis,2d_grid_topology,84,3.0
2840,mis,cycle_topology,84,3.0
2841,mis,random_topology,84,3.0
2842,mis,star_topology,84,4.0
2843,mis,2d_grid_topology,84,4.0
2844,mis,cycle_topology,84,4.0
2845,mis,random_topology,84,4.0
2846,mvc,star_topology,84,0.0
2847,mvc,2d_grid_topology,84,0.0
2848,mvc,cycle_topology,84,0.0
2849,mvc,random_topology,84,0.0
2850,mvc,star_topology,84,1.0
2851,mvc,2d_grid_topology,84,1.0
2852,mvc,cycle_topology,84,1.0
2853,mvc,random_topology,84,1.0
2854,mvc,star_topology,84,2.0
2855,mvc,2d_grid_topology,84,2.0
2856,mvc,cycle_topology,84,2.0
2857,mvc,random_topology,84,2.0
2858,mvc,star_topology,84,3.0
2859,mvc,2d_grid_topology,84,3.0
2860,mvc,cycle_topology,84,3.0
2861,mvc,random_topology,84,3.0
2862,mvc,star_topology,84,4.0
2863,mvc,2d_grid_topology,84,4.0
2864,mvc,cycle_topology,84,4.0
2865,mvc,random_topology,84,4.0
2866,setPack,steps,84,0.0
2867,setPack,disjoint_rows,84,0.0
2868,setPack,almost_diagonal,84,0.0
2869,setPack,random,84,0.0
2870,setPack,steps,84,1.0
2871,setPack,disjoint_rows,84,1.0
2872,setPack,almost_diagonal,84,1.0
2873,setPack,random,84,1.0
2874,setPack,steps,84,2.0
2875,setPack,disjoint_rows,84,2.0
2876,setPack,almost_diagonal,84,2.0
2877,setPack,random,84,2.0
2878,setPack,steps,84,3.0
2879,setPack,disjoint_rows,84,3.0
2880,setPack,almost_diagonal,84,3.0
2881,setPack,random,84,3.0
2882,setPack,steps,84,4.0
2883,setPack,disjoint_rows,84,4.0
2884,setPack,almost_diagonal,84,4.0
2885,setPack,random,84,4.0
